STATIONKEY,TAXON,NUMBER,WEIGHT,WTCODE
425500014,CARCHARHINUS ACRONOTUS,8,55.1,
425500014,CARCHARHINUS LIMBATUS,1,12.8,
425500014,CARCHARHINUS PLUMBEUS,2,150.0,E
425500014,RHIZOPRIONODON TERRAENOVAE,11,16.8,
425500014,RHIZOPRIONODON TERRAENOVAE,1,0.0,C
425500015,CARCHARHINUS ACRONOTUS,6,35.9,
425500015,CARCHARHINUS LIMBATUS,1,16.1,
425500016,CARCHARHINUS ACRONOTUS,2,10.7,E
425500016,CARCHARHINUS ACRONOTUS,16,98.3,
425500016,CARCHARHINUS BREVIPINNA,1,1.8,
425500016,SPHYRAENA BARRACUDA,1,5.2,
425500016,SPHYRNA LEWINI,3,108.0,E
425500017,CARCHARHINUS ACRONOTUS,6,40.0,
425500018,CARCHARHINUS ACRONOTUS,4,20.7,
425500018,GINGLYMOSTOMA CIRRATUM,2,180.0,E
425500019,CARCHARHINUS ACRONOTUS,1,6.0,
425500019,GINGLYMOSTOMA CIRRATUM,3,233.0,E
425500019,NEGAPRION BREVIROSTRIS,1,121.0,E
425500019,RHIZOPRIONODON TERRAENOVAE,16,26.1,
425500020,EPINEPHELUS MORIO,1,0.5,
425500021,EPINEPHELUS MORIO,2,15.8,
425500021,GINGLYMOSTOMA CIRRATUM,1,90.0,E
425500021,RHIZOPRIONODON TERRAENOVAE,2,3.1,
425500022,CARCHARHINUS ACRONOTUS,1,4.7,
425500022,EPINEPHELUS MORIO,1,1.2,
425500022,GINGLYMOSTOMA CIRRATUM,2,162.0,E
425500022,RHIZOPRIONODON TERRAENOVAE,4,5.6,
425500023,CARCHARHINUS ACRONOTUS,1,4.3,
425500023,GINGLYMOSTOMA CIRRATUM,2,141.0,E
425500023,RHIZOPRIONODON TERRAENOVAE,9,14.8,
425500023,SPHYRAENA BARRACUDA,1,7.0,
425500024,CARCHARHINUS ACRONOTUS,2,11.8,
425500024,CARCHARHINUS ACRONOTUS,2,12.0,E
425500024,EPINEPHELUS MORIO,2,5.2,
425500024,GINGLYMOSTOMA CIRRATUM,1,40.0,E
425500024,RHIZOPRIONODON TERRAENOVAE,1,2.3,
425500024,SPHYRAENA BARRACUDA,1,10.0,E
425500024,SPHYRNA TIBURO,1,1.2,
425500025,CARCHARHINUS ACRONOTUS,2,6.9,
425500025,DASYATIS AMERICANA,1,30.0,E
425500025,SPHYRNA TIBURO,1,2.3,
425500026,CARCHARHINIDAE,1,16.0,E
425500026,CARCHARHINUS ACRONOTUS,4,20.7,
425500026,CARCHARHINUS LIMBATUS,1,16.0,E
425500026,EPINEPHELUS MORIO,1,0.0,C
425500026,OPSANUS PARDUS,1,0.1,
425500026,RHIZOPRIONODON TERRAENOVAE,1,1.6,
425500027,EPINEPHELUS MORIO,2,4.5,
425500027,GALEOCERDO CUVIERI,1,2.4,
425500027,GINGLYMOSTOMA CIRRATUM,4,287.0,E
425500027,RHIZOPRIONODON TERRAENOVAE,2,5.6,
425500028,CARCHARHINUS ACRONOTUS,3,19.8,
425500028,CARCHARHINUS LIMBATUS,1,16.0,E
425500028,EPINEPHELUS MORIO,1,5.0,
425500028,GINGLYMOSTOMA CIRRATUM,10,877.0,E
425500028,NEGAPRION BREVIROSTRIS,1,100.0,E
425500028,RHIZOPRIONODON TERRAENOVAE,3,6.0,
425500028,SPHYRAENA BARRACUDA,1,6.1,
425500028,SPHYRNA LEWINI,1,130.0,E
425500029,EPINEPHELUS MORIO,12,42.1,
425500029,GINGLYMOSTOMA CIRRATUM,1,71.3,E
425500029,RHIZOPRIONODON TERRAENOVAE,5,13.1,
425500029,SPHYRAENA BARRACUDA,1,9.0,
425500030,RHIZOPRIONODON TERRAENOVAE,1,3.4,
425500031,CARCHARHINUS ACRONOTUS,1,6.8,
425500031,CARCHARHINUS PLUMBEUS,1,30.0,E
425500031,RHIZOPRIONODON TERRAENOVAE,3,7.6,
425500032,CARCHARHINUS PLUMBEUS,1,45.0,E
425500033,CARCHARHINUS PLUMBEUS,1,30.0,E
425500033,GALEOCERDO CUVIERI,1,1.2,
425500034,RHIZOPRIONODON TERRAENOVAE,1,3.6,
425500036,CAULOLATILUS MICROPS,1,4.8,
425500036,EPINEPHELUS DRUMMONDHAYI,2,17.0,
425500036,EPINEPHELUS NIVEATUS,2,16.5,
425500037,CAULOLATILUS MICROPS,1,2.0,
425500037,EPINEPHELUS FLAVOLIMBATUS,2,6.5,
425500037,SPHYRNA LEWINI,1,36.0,E
425500037,UNID.FISH #01,1,2.0,
425500038,CAULOLATILUS MICROPS,1,2.0,
425500038,EPINEPHELUS FLAVOLIMBATUS,3,5.9,
425500038,MUSTELUS CANIS,1,1.2,
425500039,EPINEPHELUS FLAVOLIMBATUS,8,12.4,
425500039,GYMNOTHORAX KOLPOS,1,1.4,
425500040,SPHYRNA LEWINI,1,70.0,E
425500041,SPHYRAENA BARRACUDA,3,12.4,
425500043,EPINEPHELUS MORIO,1,10.0,
425500043,RHIZOPRIONODON TERRAENOVAE,1,2.0,
425500044,SPHYRAENA BARRACUDA,1,5.6,
425500045,TRACHINOCEPHALUS MYOPS,1,0.2,
425500047,RHIZOPRIONODON TERRAENOVAE,4,8.6,
425500048,CARCHARHINUS ACRONOTUS,1,3.0,
425500048,RHIZOPRIONODON TERRAENOVAE,3,6.8,
425500048,SPHYRAENA BARRACUDA,1,8.3,
425500049,EPINEPHELUS MORIO,1,7.7,
425500049,LUTJANUS CAMPECHANUS,1,1.8,
425500049,RHIZOPRIONODON TERRAENOVAE,3,9.8,
425500049,SPHYRAENA BARRACUDA,1,4.7,
425500050,EPINEPHELUS MORIO,18,28.8,
425500050,SPHYRAENA BARRACUDA,1,6.0,
425500052,RHIZOPRIONODON TERRAENOVAE,2,2.2,
425500053,CARCHARHINUS ACRONOTUS,1,5.3,
425500053,EPINEPHELUS MORIO,4,5.9,
425500053,RHIZOPRIONODON TERRAENOVAE,2,5.3,
425500054,CARCHARHINUS ACRONOTUS,3,21.9,
425500054,EPINEPHELUS MORIO,20,20.8,
425500054,RHIZOPRIONODON TERRAENOVAE,1,3.0,
425500055,CARETTA CARETTA,1,34.0,E
425500055,OPHICHTHUS PUNCTICEPS,1,0.2,
425500055,TRACHINOCEPHALUS MYOPS,1,0.1,
425500055,TRACHINOCEPHALUS MYOPS,1,0.1,E
425500056,CARCHARHINUS LIMBATUS,2,41.0,E
425500056,GINGLYMOSTOMA CIRRATUM,5,347.0,E
425500057,CARCHARHINUS BREVIPINNA,1,1.7,
425500057,OPSANUS PARDUS,1,0.2,
425500058,CARCHARHINUS ACRONOTUS,2,4.1,
425500058,CARCHARHINUS LIMBATUS,3,47.0,
425500058,EPINEPHELUS MORIO,1,0.6,
425500058,GINGLYMOSTOMA CIRRATUM,9,546.0,E
425500058,RHIZOPRIONODON TERRAENOVAE,2,0.0,C
425500060,CARCHARHINUS ACRONOTUS,1,9.1,
425500060,EPINEPHELUS MORIO,9,33.8,
425500061,EPINEPHELUS MORIO,14,23.8,
425500062,EPINEPHELUS MORIO,4,8.1,
425500062,RHIZOPRIONODON TERRAENOVAE,4,8.9,
425500063,EPINEPHELUS MORIO,3,8.9,
425500063,LUTJANUS GRISEUS,1,1.7,
425500063,RHIZOPRIONODON TERRAENOVAE,1,1.6,
425500064,EPINEPHELUS MORIO,2,8.6,
425500065,MUSTELUS CANIS,1,10.0,
425500066,CARCHARHINUS OBSCURUS,1,7.2,
425500066,RHIZOPRIONODON TERRAENOVAE,3,9.3,
425500067,CARCHARHINUS ACRONOTUS,1,7.8,
425500068,EPINEPHELUS MORIO,1,9.8,
425500068,RHIZOPRIONODON TERRAENOVAE,4,8.9,
425500069,CARCHARHINUS,2,12.0,E
425500069,CARCHARHINUS ACRONOTUS,19,107.6,
425500069,CARCHARHINUS LIMBATUS,9,273.0,E
425500069,GINGLYMOSTOMA CIRRATUM,2,130.0,E
425500069,RHIZOPRIONODON TERRAENOVAE,8,37.8,
425500070,CARCHARHINUS ACRONOTUS,1,3.7,
425500070,CARCHARHINUS LIMBATUS,4,69.5,
425500070,CARCHARHINUS LIMBATUS,11,223.0,E
425500071,CARCHARHINUS ACRONOTUS,9,44.7,
425500071,CARCHARHINUS BREVIPINNA,1,9.5,
425500072,CARCHARHINUS ACRONOTUS,1,6.0,
425500072,CARCHARHINUS ACRONOTUS,1,5.6,E
425500072,SPHYRAENA BARRACUDA,1,6.4,
425500073,CARCHARHINUS ACRONOTUS,1,3.6,
425500073,CARCHARHINUS LIMBATUS,1,50.0,E
425500073,EPINEPHELUS MORIO,11,16.9,
425500073,GINGLYMOSTOMA CIRRATUM,1,90.0,E
425500073,RHIZOPRIONODON TERRAENOVAE,1,4.9,
425500074,CARCHARHINUS ACRONOTUS,2,10.4,
425500074,CARCHARHINUS LIMBATUS,1,30.0,E
425500074,EPINEPHELUS MORIO,4,6.3,
425500074,GINGLYMOSTOMA CIRRATUM,2,153.0,E
425500075,EPINEPHELUS MORIO,4,6.4,
425500075,GALEOCERDO CUVIERI,1,45.0,E
425500075,RHIZOPRIONODON TERRAENOVAE,2,2.4,
425500076,CARCHARHINUS ACRONOTUS,8,25.8,
425500076,CARCHARHINUS LIMBATUS,1,10.0,E
425500076,CARCHARHINUS LIMBATUS,1,14.9,
425500076,EPINEPHELUS MORIO,5,13.7,
425500076,EPINEPHELUS MORIO,1,0.0,C
425500076,GINGLYMOSTOMA CIRRATUM,3,232.0,E
425500076,RHIZOPRIONODON TERRAENOVAE,1,1.7,
425500077,CARCHARHINUS LIMBATUS,2,45.0,E
425500077,EPINEPHELUS MORIO,1,0.0,C
425500077,GINGLYMOSTOMA CIRRATUM,2,146.0,E
425500077,RHIZOPRIONODON TERRAENOVAE,1,2.5,E
425500077,SPHYRNA LEWINI,1,10.8,
425500077,SPHYRNA LEWINI,2,156.0,E
425500079,CARCHARHINUS ACRONOTUS,4,9.5,
425500079,EPINEPHELUS MORIO,1,1.8,
425500081,CARCHARHINUS ACRONOTUS,1,0.9,
425500081,EPINEPHELUS MORIO,2,4.5,
425500082,CARCHARHINUS ACRONOTUS,1,5.0,
425500082,CARCHARHINUS LIMBATUS,3,54.0,E
425500082,CARCHARHINUS LIMBATUS,1,8.6,
425500082,RHIZOPRIONODON TERRAENOVAE,1,3.6,
425500083,CARCHARHINUS ACRONOTUS,2,13.9,
425500083,RHIZOPRIONODON TERRAENOVAE,3,7.9,
425500085,OPHICHTHUS PUNCTICEPS,1,0.3,E
425500086,CAULOLATILUS MICROPS,2,2.6,
425500086,EPINEPHELUS FLAVOLIMBATUS,6,12.4,
425500086,UROPHYCIS CIRRATUS,1,1.8,
425500087,EPINEPHELUS FLAVOLIMBATUS,3,10.8,
425500088,GALEOCERDO CUVIERI,1,100.0,E
425500089,MUSTELUS CANIS,1,4.1,
425500089,SQUALUS CUBENSIS,1,2.4,
425500090,MUSTELUS CANIS,1,4.5,
425500091,OPHICHTHUS PUNCTICEPS,1,0.1,
425500092,MUSTELUS CANIS,1,9.0,
425500092,MYCTEROPERCA MICROLEPIS,1,5.6,
425500092,THUNNUS ATLANTICUS,1,8.8,
425500093,EPINEPHELUS MORIO,1,4.6,
425500095,RHIZOPRIONODON TERRAENOVAE,3,8.8,
425500096,EPINEPHELUS MORIO,4,11.7,
425500097,EPINEPHELUS MORIO,5,34.5,
425500097,LUTJANUS CAMPECHANUS,3,8.2,
425500098,EPINEPHELUS MORIO,1,9.5,
425500100,RHIZOPRIONODON TERRAENOVAE,7,29.4,
425500101,GALEOCERDO CUVIERI,1,18.0,E
425500101,RHIZOPRIONODON TERRAENOVAE,10,36.6,
425500102,CARCHARHINUS PLUMBEUS,1,50.0,E
425500102,GINGLYMOSTOMA CIRRATUM,1,81.0,E
425500102,RHIZOPRIONODON TERRAENOVAE,8,15.7,
425500103,GINGLYMOSTOMA CIRRATUM,6,452.0,E
425500104,EPINEPHELUS MORIO,1,0.0,C
425500104,EPINEPHELUS MORIO,10,20.1,
425500104,MYCTEROPERCA MICROLEPIS,1,0.0,C
425500104,RHIZOPRIONODON TERRAENOVAE,2,3.2,
425500105,EPINEPHELUS MORIO,1,2.8,
425500105,GINGLYMOSTOMA CIRRATUM,4,315.0,E
425500106,OPHICHTHUS PUNCTICEPS,1,0.1,E
425500107,EPINEPHELUS MORIO,1,1.3,
425500108,CARCHARHINUS ACRONOTUS,2,5.3,
425500108,RHIZOPRIONODON TERRAENOVAE,2,2.8,
425500109,CARCHARHINUS ACRONOTUS,1,4.8,
425500109,EPINEPHELUS MORIO,4,6.4,
425500109,GINGLYMOSTOMA CIRRATUM,5,383.0,E
425500109,NEGAPRION BREVIROSTRIS,1,81.0,E
425500109,SPHYRNA LEWINI,1,75.0,E
425500110,GINGLYMOSTOMA CIRRATUM,5,438.0,E
425500111,CARCHARHINUS ACRONOTUS,1,5.1,
425500111,EPINEPHELUS MORIO,1,1.6,
425500111,OPSANUS PARDUS,1,0.6,
425500112,DIPLECTRUM FORMOSUM,1,0.1,
425500112,SPHYRNA MOKARRAN,1,95.0,E
425500113,EPINEPHELUS MORIO,1,4.0,
425500113,GINGLYMOSTOMA CIRRATUM,1,70.0,E
425500113,MYCTEROPERCA MICROLEPIS,2,9.5,
425500113,RACHYCENTRON CANADUM,1,2.0,
425500113,SPHYRNA LEWINI,1,75.0,E
425500114,CARCHARHINUS PLUMBEUS,3,175.0,E
425500115,CARCHARHINUS ACRONOTUS,4,27.0,
425500115,CARCHARHINUS PLUMBEUS,1,75.0,E
425500115,EPINEPHELUS MORIO,1,0.9,
425500116,CARCHARHINUS PLUMBEUS,3,135.0,E
425500117,CARCHARHINUS FALCIFORMIS,1,11.1,
425500117,GALEOCERDO CUVIERI,3,10.4,
425500117,RHIZOPRIONODON TERRAENOVAE,1,2.4,
425500117,TRACHINOCEPHALUS MYOPS,1,0.3,
425500120,MUSTELUS CANIS,1,3.5,
425500122,CARCHARHINUS PLUMBEUS,1,55.0,E
425500122,MUSTELUS CANIS,4,10.4,
425500122,SPHYRNA LEWINI,1,116.1,
425500123,CARCHARHINUS FALCIFORMIS,1,80.0,E
425500123,MUSTELUS CANIS,1,4.5,
425500125,UROPHYCIS CIRRATUS,1,0.5,
425500126,CAULOLATILUS MICROPS,5,7.4,
425500126,EPINEPHELUS FLAVOLIMBATUS,1,3.4,
425500127,GYMNOTHORAX NIGROMARGINATUS,1,1.0,
425500128,UROPHYCIS CIRRATUS,1,1.2,
425500129,EPINEPHELUS FLAVOLIMBATUS,1,3.0,
425500129,LOPHOLATILUS CHAMAELEONTICEPS,4,5.0,
425500130,GYMNOTHORAX FUNEBRIS,1,2.0,
425500130,LOPHOLATILUS CHAMAELEONTICEPS,6,16.3,
425500131,CAULOLATILUS MICROPS,1,1.8,
425500131,HEXANCHUS GRISEUS,1,215.0,E
425500132,CAULOLATILUS MICROPS,2,8.6,
425500132,UROPHYCIS CIRRATUS,1,0.8,
425500132,XIPHIAS GLADIUS,1,95.0,
425500133,CAULOLATILUS MICROPS,5,11.6,
425500133,RAJA EGLANTERIA,1,5.7,
425500133,UROPHYCIS CIRRATUS,2,2.3,
425500134,GYMNOTHORAX NIGROMARGINATUS,1,1.9,
425500134,LOPHOLATILUS CHAMAELEONTICEPS,3,4.0,
425500134,MUSTELUS CANIS,1,5.6,
425500134,UROPHYCIS CIRRATUS,1,0.9,
425500135,CARCHARHINUS ACRONOTUS,1,4.5,
425500135,CARCHARHINUS PLUMBEUS,3,90.0,E
425500135,EPINEPHELUS MORIO,3,8.8,
425500135,MYCTEROPERCA BONACI,1,26.8,
425500135,MYCTEROPERCA PHENAX,1,0.8,
425500137,GALEOCERDO CUVIERI,1,5.2,
425500137,GINGLYMOSTOMA CIRRATUM,2,215.0,E
425500137,RHIZOPRIONODON TERRAENOVAE,1,2.1,
425500138,BAGRE MARINUS,1,1.2,
425500138,CARCHARHINUS ACRONOTUS,1,9.0,E
425500138,CARCHARHINUS ACRONOTUS,3,21.9,
425500138,GINGLYMOSTOMA CIRRATUM,1,90.0,E
425500138,SPHYRNA MOKARRAN,1,115.0,E
425500139,CARCHARHINUS ACRONOTUS,4,28.4,
425500139,GINGLYMOSTOMA CIRRATUM,1,80.0,E
425500139,RHIZOPRIONODON TERRAENOVAE,5,6.2,
425500140,CARCHARHINUS ACRONOTUS,2,3.6,
425500140,CARCHARHINUS ACRONOTUS,1,0.0,C
425500140,CARCHARHINUS LIMBATUS,2,80.0,E
425500141,CARCHARHINUS PLUMBEUS,1,41.0,E
425500141,GALEOCERDO CUVIERI,1,67.0,E
425500142,CARCHARHINUS ACRONOTUS,3,18.2,
425500143,CARCHARHINUS ACRONOTUS,1,6.4,
425500143,EPINEPHELUS MORIO,3,5.2,
425500144,ARIUS FELIS,1,0.7,
425500144,GALEOCERDO CUVIERI,1,4.4,
425500145,ARIUS FELIS,3,2.2,
425500145,GALEOCERDO CUVIERI,1,45.0,E
425500146,BAGRE MARINUS,1,1.0,
425500147,CARCHARHINUS ACRONOTUS,4,23.5,
425500147,CARCHARHINUS PLUMBEUS,3,91.0,E
425500147,RHIZOPRIONODON TERRAENOVAE,1,2.0,
425500148,CARCHARHINUS PLUMBEUS,2,15.8,
425500148,OPHICHTHUS PUNCTICEPS,1,0.5,
425500148,SPHYRNA LEWINI,1,11.6,
425500148,UROPHYCIS FLORIDANUS,1,0.1,
425500149,CARCHARHINUS FALCIFORMIS,1,9.2,
425500149,EPINEPHELUS FLAVOLIMBATUS,1,4.4,
425500149,LOPHOLATILUS CHAMAELEONTICEPS,3,8.9,
425500149,UROPHYCIS FLORIDANUS,1,0.5,
425500150,BROTULA BARBATUM,2,10.7,
425500150,EPINEPHELUS FLAVOLIMBATUS,2,4.9,
425500151,BROTULA BARBATUM,1,5.5,
425500151,EPINEPHELUS FLAVOLIMBATUS,5,15.0,
425500151,SERIOLA DUMERILI,1,11.6,
425500152,EPINEPHELUS FLAVOLIMBATUS,2,5.5,
425500152,NEOMERINTHE HEMINGWAYI,1,1.2,
425500152,SPHYRNA MOKARRAN,1,148.0,E
425500154,CARCHARHINUS FALCIFORMIS,1,4.5,
425500154,CONGER OCEANICUS,1,10.5,
425500154,EPINEPHELUS FLAVOLIMBATUS,3,17.8,
425500154,OPHICHTHUS REX,1,8.0,E
425500154,UROPHYCIS CIRRATUS,1,0.7,
425500155,LOPHOLATILUS CHAMAELEONTICEPS,1,1.5,
425500155,SQUALUS CUBENSIS,1,1.0,
425500155,UROPHYCIS FLORIDANUS,1,0.7,
425500156,CARCHARHINUS FALCIFORMIS,1,20.0,E
425500156,CAULOLATILUS MICROPS,2,4.9,
425500156,GYMNOTHORAX NIGROMARGINATUS,1,2.1,
425500156,MUSTELUS CANIS,3,7.6,
425500156,SQUALUS CUBENSIS,2,4.3,
425500156,THUNNUS ALBACARES,1,0.0,C
425500157,LUTJANUS CAMPECHANUS,3,9.6,
425500157,MUSTELUS NORRISI,1,2.8,
425500157,MYCTEROPERCA PHENAX,1,6.2,
425500158,CARCHARHINUS FALCIFORMIS,3,10.2,
425500158,MYCTEROPERCA PHENAX,2,5.1,
425500158,RHIZOPRIONODON TERRAENOVAE,5,16.6,
425500159,CARCHARHINUS BREVIPINNA,1,1.6,
425500159,RHIZOPRIONODON TERRAENOVAE,1,1.4,
425500160,CARCHARHINUS ACRONOTUS,1,8.0,E
425500161,CARCHARHINUS ACRONOTUS,1,10.1,
425500161,GINGLYMOSTOMA CIRRATUM,3,232.0,E
425500162,CARCHARHINUS ACRONOTUS,1,14.0,
425500162,CARCHARHINUS PLUMBEUS,1,34.0,E
425500162,LUTJANUS CAMPECHANUS,1,8.0,
425500162,RHIZOPRIONODON TERRAENOVAE,3,13.0,
425500163,CARANX HIPPOS,1,11.0,
425500163,CARANX HIPPOS,1,0.0,C
425500163,CARCHARHINUS ACRONOTUS,18,168.5,
425500163,CARCHARHINUS ACRONOTUS,1,9.0,E
425500163,CARCHARHINUS LIMBATUS,5,51.8,
425500163,CARCHARHINUS LIMBATUS,5,106.0,E
425500163,RHIZOPRIONODON TERRAENOVAE,26,97.8,
425500163,RHIZOPRIONODON TERRAENOVAE,2,0.0,C
425500164,CARCHARHINUS LIMBATUS,2,30.0,E
425500164,RHIZOPRIONODON TERRAENOVAE,67,221.6,
425500164,RHIZOPRIONODON TERRAENOVAE,1,0.0,C
425500165,CARCHARHINUS ACRONOTUS,2,15.0,E
425500165,RHIZOPRIONODON TERRAENOVAE,15,51.3,
425500165,SPHYRNA LEWINI,1,34.0,E
425500166,CARCHARHINUS ACRONOTUS,1,15.0,E
425500166,CARCHARHINUS LIMBATUS,1,25.0,E
425500166,RHIZOPRIONODON TERRAENOVAE,3,10.1,
425500166,SPHYRNA LEWINI,2,115.0,E
425500167,CARCHARHINUS PLUMBEUS,2,45.0,E
425500167,MUSTELUS CANIS,15,28.9,
425500167,MUSTELUS CANIS,1,0.0,C
425500167,MUSTELUS CANIS,1,1.7,E
425500168,CARCHARHINUS PLUMBEUS,1,30.0,E
425500169,ARIUS FELIS,1,0.8,
425500170,LUTJANUS CAMPECHANUS,1,2.8,
425500170,RHIZOPRIONODON TERRAENOVAE,1,2.0,
425500171,GYMNOTHORAX NIGROMARGINATUS,1,0.8,
425500171,MUSTELUS CANIS,11,29.3,
425500172,CARCHARHINUS SIGNATUS,2,3.2,
425500172,RHIZOPRIONODON TERRAENOVAE,1,3.6,
425500172,SPHYRNA LEWINI,1,38.0,E
425500173,MICROPOGONIAS UNDULATUS,1,0.1,
425500173,MUSTELUS CANIS,1,7.6,
425500173,RHIZOPRIONODON TERRAENOVAE,5,16.9,
425500173,SPHYRNA LEWINI,1,86.0,E
425500174,LOPHOLATILUS CHAMAELEONTICEPS,3,12.1,
425500174,OPHICHTHUS REX,5,26.5,E
425500174,UROPHYCIS CIRRATUS,1,1.3,
425500175,OPHICHTHUS REX,7,39.0,E
425500175,TRICHIURUS LEPTURUS,1,0.4,
425500175,UROPHYCIS CIRRATUS,1,0.3,
425500176,EPINEPHELUS FLAVOLIMBATUS,1,11.4,
425500176,MUSTELUS CANIS,1,2.4,
425500176,OPHICHTHUS REX,15,107.5,E
425500176,UROPHYCIS CIRRATUS,1,1.3,
425500177,CARCHARHINUS ISODON,1,15.0,E
425500177,CARCHARHINUS LIMBATUS,1,9.6,
425500177,CARCHARHINUS LIMBATUS,5,69.0,E
425500177,MEGALOPS ATLANTICUS,1,25.0,E
425500177,RHIZOPRIONODON TERRAENOVAE,12,24.4,
425500177,RHIZOPRIONODON TERRAENOVAE,3,0.0,C
425500178,CARANX HIPPOS,2,20.6,
425500178,CARANX HIPPOS,1,0.0,C
425500178,CARCHARHINUS BREVIPINNA,19,203.2,
425500178,CARCHARHINUS BREVIPINNA,1,20.0,E
425500178,CARCHARHINUS ISODON,1,6.5,
425500178,CARCHARHINUS LIMBATUS,8,69.9,
425500178,CARCHARHINUS LIMBATUS,21,700.0,E
425500179,CARCHARHINUS ACRONOTUS,2,16.1,
425500179,CARCHARHINUS BREVIPINNA,1,10.2,
425500179,CARCHARHINUS LIMBATUS,11,412.0,E
425500179,RHIZOPRIONODON TERRAENOVAE,9,25.5,
425500179,RHIZOPRIONODON TERRAENOVAE,6,0.0,C
425500180,CARCHARHINUS BREVIPINNA,1,12.5,
425500180,CARCHARHINUS PLUMBEUS,1,16.1,
425500180,LUTJANUS CAMPECHANUS,1,0.0,C
425500180,LUTJANUS CAMPECHANUS,1,5.5,
425500180,OPHICHTHUS REX,1,1.2,
425500180,RHIZOPRIONODON TERRAENOVAE,1,3.5,
425500180,SPHYRNA LEWINI,1,140.0,E
425500181,HILDEBRANDIA FLAVA,1,1.0,
425500181,MUSTELUS CANIS,1,8.5,
425500182,EPINEPHELUS FLAVOLIMBATUS,1,6.2,
425500182,MUSTELUS CANIS,1,8.8,
425500182,OPHICHTHUS REX,1,1.0,
425500183,EPINEPHELUS FLAVOLIMBATUS,3,16.5,
425500183,EPINEPHELUS NIVEATUS,1,4.2,
425500183,OPHICHTHUS REX,2,18.0,E
425500184,LOPHOLATILUS CHAMAELEONTICEPS,1,6.4,
425500184,OPHICHTHUS REX,4,45.0,E
425500185,HILDEBRANDIA FLAVA,1,0.1,
425500185,MUSTELUS CANIS,1,2.8,
425500186,CARCHARHINUS PLUMBEUS,1,40.2,
425500186,CENTROPRISTIS PHILADELPHICUS,1,0.2,
425500186,MUSTELUS CANIS,1,3.9,
425500186,OPHICHTHUS REX,1,1.4,
425500186,OPHICHTHUS REX,1,10.0,E
425500187,CARCHARHINUS FALCIFORMIS,1,10.6,
425500187,CARCHARHINUS PLUMBEUS,1,30.0,E
425500187,HILDEBRANDIA FLAVA,1,0.1,
425500187,LUTJANUS CAMPECHANUS,2,18.9,
425500187,MUSTELUS CANIS,6,35.4,
425500187,OPHICHTHUS REX,2,10.0,E
425500187,OPHICHTHUS REX,1,0.5,
425500188,CARCHARHINUS ACRONOTUS,8,57.4,
425500188,CARCHARHINUS ACRONOTUS,2,19.0,E
425500188,CARCHARHINUS LIMBATUS,1,17.0,
425500188,RHIZOPRIONODON TERRAENOVAE,32,64.2,
425500188,RHIZOPRIONODON TERRAENOVAE,2,0.0,C
425500188,SPHYRNA MOKARRAN,1,22.3,
425500189,CARCHARHINUS ACRONOTUS,8,55.2,
425500189,CARCHARHINUS LIMBATUS,1,56.0,
425500189,RHIZOPRIONODON TERRAENOVAE,33,74.4,
425500189,RHIZOPRIONODON TERRAENOVAE,2,0.0,C
425500189,RHIZOPRIONODON TERRAENOVAE,2,4.6,E
425500189,SPHYRNA LEWINI,1,38.0,E
425500189,SPHYRNA MOKARRAN,1,75.0,E
425500190,CARCHARHINUS LIMBATUS,5,47.5,
425500190,RHIZOPRIONODON TERRAENOVAE,12,33.2,
425500190,RHIZOPRIONODON TERRAENOVAE,1,0.0,C
425500191,BAGRE MARINUS,1,1.3,
425500191,BAGRE MARINUS,1,0.0,C
425500191,CARCHARHINUS BREVIPINNA,10,104.6,
425500191,CARCHARHINUS BREVIPINNA,5,91.0,E
425500191,CARCHARHINUS ISODON,1,10.4,
425500191,CARCHARHINUS LIMBATUS,6,43.2,
425500191,CARCHARHINUS LIMBATUS,2,57.0,E
425500191,RHIZOPRIONODON TERRAENOVAE,1,3.2,
425500191,RHIZOPRIONODON TERRAENOVAE,1,0.0,C
425500192,ARIUS FELIS,2,1.1,
425500192,BAGRE MARINUS,1,0.8,
425500192,CARCHARHINUS BREVIPINNA,1,9.2,
425500192,CARCHARHINUS LIMBATUS,12,112.1,
425500193,BAGRE MARINUS,1,1.0,
425500193,CARCHARHINUS ACRONOTUS,1,1.1,
425500193,CARCHARHINUS BREVIPINNA,1,10.6,
425500193,CARCHARHINUS LIMBATUS,1,20.0,E
425500193,RHIZOPRIONODON TERRAENOVAE,16,38.6,
425500193,RHIZOPRIONODON TERRAENOVAE,2,0.0,C
425500194,CARCHARHINUS BREVIPINNA,1,11.1,
425500194,RHIZOPRIONODON TERRAENOVAE,27,67.9,
425500195,BAGRE MARINUS,3,3.1,
425500195,CARCHARHINUS BREVIPINNA,5,51.6,
425500195,CARCHARHINUS LIMBATUS,1,14.0,E
425500195,RHIZOPRIONODON TERRAENOVAE,2,4.6,
425500196,ARIUS FELIS,1,0.4,
425500196,CARCHARHINUS BREVIPINNA,1,7.0,
425500196,CARCHARHINUS LIMBATUS,2,21.1,
425500196,CARCHARHINUS LIMBATUS,2,130.0,E
425500196,RHIZOPRIONODON TERRAENOVAE,19,56.1,
425500197,OPHICHTHUS REX,2,6.5,E
425500197,RHIZOPRIONODON TERRAENOVAE,22,54.8,
425500198,CARCHARHINUS LIMBATUS,1,20.0,E
425500198,LUTJANUS CAMPECHANUS,3,27.2,
425500198,RHIZOPRIONODON TERRAENOVAE,8,15.9,
425500198,SPHYRNA LEWINI,2,17.8,
