STATIONKEY,TAXON,NUMBER,WEIGHT,WTCODE
40260186,MUSTELUS NORRISI,2,5.0,
40260186,SQUALUS CUBENSIS,1,0.4,
40260186,EPINEPHELUS FLAVOLIMBATUS,1,6.7,
40260187,UROPHYCIS CIRRATUS,1,0.8,
40260187,SQUALUS CUBENSIS,1,0.4,
40260187,LOPHOLATILUS CHAMAELEONTICEPS,8,33.9,
40260188,MUSTELUS NORRISI,1,4.5,
40260188,LUTJANUS CAMPECHANUS,8,28.7,
40260188,MUSTELUS CANIS,1,4.5,
40260188,MUSTELUS CANIS,11,40.1,
40260188,CARCHARHINUS PLUMBEUS,1,100.0,
40260189,RHIZOPRIONODON TERRAENOVAE,5,15.2,
40260189,MUSTELUS CANIS,3,14.4,
40260189,LUTJANUS CAMPECHANUS,2,16.0,
40260189,CARCHARHINUS ACRONOTUS,1,15.0,
40260189,CARCHARHINUS PLUMBEUS,1,90.0,
40260190,MUSTELUS CANIS,2,2.1,
40260190,CARCHARHINUS LEUCAS,1,70.0,
40260190,RHIZOPRIONODON TERRAENOVAE,5,12.5,
40260191,RHIZOPRIONODON TERRAENOVAE,2,,
40260191,CARCHARHINUS LIMBATUS,1,15.0,
40260191,CARCHARHINUS ACRONOTUS,2,21.0,
40260191,RHIZOPRIONODON TERRAENOVAE,39,163.6,
40260192,RHIZOPRIONODON TERRAENOVAE,17,61.5,
40260192,CARCHARHINUS ACRONOTUS,1,11.5,
40260192,LUTJANUS CAMPECHANUS,3,24.6,
40260193,CARCHARHINUS ACRONOTUS,1,9.8,
40260193,RHIZOPRIONODON TERRAENOVAE,53,177.0,
40260193,CARCHARHINUS ACRONOTUS,1,9.8,
40260194,CARCHARHINUS ACRONOTUS,2,4.6,
40260194,CARCHARHINUS LIMBATUS,1,14.0,
40260194,RHIZOPRIONODON TERRAENOVAE,1,,
40260194,RHIZOPRIONODON TERRAENOVAE,41,119.1,
40260194,LUTJANUS CAMPECHANUS,1,6.4,
40260195,LUTJANUS CAMPECHANUS,2,13.8,
40260195,RHIZOPRIONODON TERRAENOVAE,3,,
40260195,RHIZOPRIONODON TERRAENOVAE,52,177.6,
40260195,CARCHARHINUS LIMBATUS,1,15.0,
40260195,CARCHARHINUS ACRONOTUS,1,8.4,
40260195,OPHICHTHUS GOMESII,1,0.1,
40260196,CARCHARHINUS LIMBATUS,2,53.0,
40260196,CARCHARHINUS ACRONOTUS,1,,
40260197,CARCHARHINUS ACRONOTUS,4,23.5,
40260197,CARCHARHINUS ACRONOTUS,1,6.0,
40260197,CARCHARHINUS LEUCAS,1,143.0,
40260197,RHIZOPRIONODON TERRAENOVAE,10,36.9,
40260197,RHIZOPRIONODON TERRAENOVAE,1,,
40260198,CARCHARHINUS LIMBATUS,2,22.5,
40260198,CARCHARHINUS ACRONOTUS,3,20.9,
40260198,RHIZOPRIONODON TERRAENOVAE,5,19.0,
40260198,SCOMBEROMORUS CAVALLA,1,3.1,
40260199,CARCHARHINUS LIMBATUS,1,15.4,
40260199,RHIZOPRIONODON TERRAENOVAE,1,,
40260199,RHIZOPRIONODON TERRAENOVAE,7,27.1,
40260199,CARCHARHINUS ACRONOTUS,3,19.3,
40260200,CARCHARHINUS ACRONOTUS,11,68.6,
40260200,CARCHARHINUS LIMBATUS,3,31.3,
40260200,RHIZOPRIONODON TERRAENOVAE,2,,
40260200,RHIZOPRIONODON TERRAENOVAE,20,76.3,
40260200,CARCHARHINUS LIMBATUS,1,15.0,
40260200,SPHYRNA LEWINI,1,20.0,
40260201,CARCHARHINUS BREVIPINNA,1,20.0,
40260201,CARCHARHINUS LEUCAS,1,50.0,
40260201,RHIZOPRIONODON TERRAENOVAE,7,14.1,
40260201,SCIAENOPS OCELLATA,11,57.8,
40260202,RHIZOPRIONODON TERRAENOVAE,16,57.6,
40260202,CARCHARHINUS LEUCAS,2,130.0,
40260202,CARCHARHINUS BREVIPINNA,5,105.0,
40260202,DASYATIS AMERICANA,1,12.0,
40260202,RHIZOPRIONODON TERRAENOVAE,3,,
40260203,CARCHARHINUS LEUCAS,1,90.0,
40260203,RHIZOPRIONODON TERRAENOVAE,16,52.7,
40260203,CARCHARHINUS LIMBATUS,5,122.0,
40260203,RHIZOPRIONODON TERRAENOVAE,2,,
40260203,CARCHARHINUS ACRONOTUS,3,21.4,
40260203,CARCHARHINUS LIMBATUS,1,8.2,
40260203,CARCHARHINUS ACRONOTUS,1,,
40260203,CARCHARHINUS PLUMBEUS,1,40.0,
40260204,RHIZOPRIONODON TERRAENOVAE,2,6.4,
40260204,CARCHARHINUS LEUCAS,2,175.0,
40260204,CARCHARHINUS OBSCURUS,1,23.0,
40260204,CARCHARHINUS PLUMBEUS,1,45.0,
40260204,CARCHARHINUS LIMBATUS,2,15.8,
40260204,RHIZOPRIONODON TERRAENOVAE,1,,
40260204,SCIAENOPS OCELLATA,2,,
40260204,SCIAENOPS OCELLATA,1,6.5,
40260204,BAGRE MARINUS,1,0.6,
40260204,ARIUS FELIS,1,0.5,
40260204,POGONIAS CROMIS,4,35.8,
40260204,CARCHARHINUS LIMBATUS,15,386.0,
40260205,SPHYRNA TIBURO,1,5.3,
40260205,RHIZOPRIONODON TERRAENOVAE,14,52.3,
40260205,CARCHARHINUS LEUCAS,1,72.0,
40260205,CARCHARHINUS ACRONOTUS,1,,
40260205,CARCHARHINUS ACRONOTUS,18,172.0,
40260206,GALEOCERDO CUVIERI,1,3.0,
40260206,RHIZOPRIONODON TERRAENOVAE,4,16.4,
40260206,CARCHARHINUS ACRONOTUS,3,21.7,
40260207,CARCHARHINUS ACRONOTUS,14,100.5,
40260207,RHIZOPRIONODON TERRAENOVAE,13,45.5,
40260207,SCIAENOPS OCELLATA,1,8.0,
40260208,RHIZOPRIONODON TERRAENOVAE,3,12.5,
40260208,CARCHARHINUS ACRONOTUS,4,32.1,
40260208,SPHYRNA LEWINI,1,86.0,
40260208,CARCHARHINUS LIMBATUS,2,41.0,
40260209,GALEOCERDO CUVIERI,1,3.8,
40260209,CARCHARHINUS ACRONOTUS,1,7.3,
40260209,RHIZOPRIONODON TERRAENOVAE,2,8.0,
40260210,CARCHARHINUS LIMBATUS,1,20.0,
40260210,GALEOCERDO CUVIERI,1,3.4,
40260210,SPHYRNA LEWINI,1,86.0,
40260211,CARCHARHINUS LIMBATUS,2,83.0,
40260211,CARCHARHINUS ACRONOTUS,4,34.5,
40260211,RHIZOPRIONODON TERRAENOVAE,32,111.9,
40260211,RHIZOPRIONODON TERRAENOVAE,2,,
40260211,CARCHARHINIFORMES,1,,
40260211,GALEOCERDO CUVIERI,3,230.0,
40260212,RHIZOPRIONODON TERRAENOVAE,44,167.9,
40260212,RHIZOPRIONODON TERRAENOVAE,1,,
40260212,CARCHARHINUS ACRONOTUS,3,23.6,
40260213,CARCHARHINUS PLUMBEUS,1,12.4,
40260213,RHIZOPRIONODON TERRAENOVAE,2,6.5,
40260213,LUTJANUS CAMPECHANUS,3,21.0,
40260214,HEPTRANCHIAS PERLO,1,0.8,
40260214,SQUALUS CUBENSIS,1,0.2,
40260214,UROPHYCIS FLORIDANUS,1,0.5,
40260214,LOPHOLATILUS CHAMAELEONTICEPS,4,14.8,
40260215,MUSTELUS CANIS,1,7.0,
40260215,OPHICHTHUS REX,2,18.0,
40260216,UROPHYCIS FLORIDANUS,1,1.0,
40260216,SQUALUS CUBENSIS,1,0.8,
40260216,CARCHARHINUS FALCIFORMIS,1,79.5,
40260216,OPHICHTHUS PUNCTICEPS,1,0.5,
40260216,MUSTELUS CANIS,6,16.7,
40260217,MUSTELUS CANIS,12,74.1,
40260217,SPHYRNA LEWINI,1,133.6,
40260217,LUTJANUS CAMPECHANUS,2,8.1,
40260217,POMATOMUS SALTATRIX,1,0.7,
40260218,CARCHARHINUS SIGNATUS,2,6.0,
40260218,CARCHARHINUS SIGNATUS,1,,
40260218,CARCHARHINUS FALCIFORMIS,1,2.0,
40260218,SPHYRNA LEWINI,2,34.5,
40260218,MUSTELUS CANIS,2,15.3,
40260218,OPHICHTHUS REX,6,15.4,
40260218,CARCHARHINUS PLUMBEUS,1,71.4,
40260218,OPHICHTHUS REX,9,65.8,
40260219,CARCHARHINUS ACRONOTUS,2,2.9,
40260219,CARCHARHINUS LIMBATUS,1,11.2,
40260219,SPHYRNA LEWINI,1,90.0,
40260219,CARCHARHINUS BREVIPINNA,1,2.1,
40260219,RHIZOPRIONODON TERRAENOVAE,34,158.6,
40260219,CARCHARHINUS FALCIFORMIS,2,18.6,
40260220,CARCHARHINUS ACRONOTUS,1,6.1,
40260220,SPHYRNA MOKARRAN,1,133.6,
40260220,CARCHARHINUS BREVIPINNA,2,11.5,
40260220,CARCHARHINUS LIMBATUS,3,35.6,
40260220,CARCHARHINUS LIMBATUS,3,82.0,
40260220,RHIZOPRIONODON TERRAENOVAE,3,13.4,
40260221,GINGLYMOSTOMA CIRRATUM,1,75.0,
40260221,CARCHARHINUS ACRONOTUS,3,17.3,
40260221,DASYATIS AMERICANA,1,7.0,
40260221,CARCHARHINUS BREVIPINNA,2,4.2,
40260221,CARCHARHINUS LIMBATUS,3,50.0,
40260221,CARCHARHINUS LIMBATUS,6,45.7,
40260221,RHIZOPRIONODON TERRAENOVAE,6,12.5,
40260222,RHIZOPRIONODON TERRAENOVAE,1,5.0,
40260222,GINGLYMOSTOMA CIRRATUM,1,70.0,
40260222,CARCHARHINUS ACRONOTUS,2,12.3,
40260222,CARCHARHINUS LIMBATUS,5,45.9,
40260222,RHIZOPRIONODON TERRAENOVAE,27,132.1,
40260222,CARCHARHINUS LIMBATUS,1,12.0,
40260223,CARCHARHINUS PLUMBEUS,1,90.0,
40260223,GINGLYMOSTOMA CIRRATUM,1,50.0,
40260223,RHIZOPRIONODON TERRAENOVAE,3,7.2,
40260224,BAGRE MARINUS,3,3.9,
40260224,CARCHARHINUS ACRONOTUS,1,5.2,
40260224,CARCHARHINUS LIMBATUS,1,10.5,
40260225,GALEOCERDO CUVIERI,1,4.5,
40260225,EPINEPHELUS MORIO,1,2.7,
40260225,BAGRE MARINUS,3,3.3,
40260225,RHIZOPRIONODON TERRAENOVAE,1,0.6,
40260225,CARCHARHINUS ACRONOTUS,5,33.7,
40260225,CARCHARHINUS LIMBATUS,2,25.0,
40260226,CARCHARHINUS ACRONOTUS,1,7.2,
40260226,ARIUS FELIS,1,0.6,
40260226,CARCHARHINUS ACRONOTUS,5,37.8,
40260226,CARCHARHINUS ACRONOTUS,1,,
40260226,GALEOCERDO CUVIERI,1,2.1,
40260226,CARCHARHINUS LIMBATUS,3,79.0,
40260226,RHIZOPRIONODON TERRAENOVAE,1,4.6,
40260226,RHIZOPRIONODON TERRAENOVAE,1,,
40260226,BAGRE MARINUS,11,12.1,
40260227,BAGRE MARINUS,1,1.4,
40260227,CARCHARHINUS ACRONOTUS,4,25.2,
40260227,GALEOCERDO CUVIERI,1,23.6,
40260227,RHIZOPRIONODON TERRAENOVAE,1,6.0,
40260228,CARCHARHINUS PLUMBEUS,1,40.9,
40260229,SPHYRNA LEWINI,1,67.7,
40260231,CARCHARHINUS FALCIFORMIS,1,63.3,
40266028,EPINEPHELUS NIGRITUS,2,17.5,
40266030,EPINEPHELUS MORIO,1,4.8,
40266030,SPHYRAENA BARRACUDA,1,6.0,
40266032,CARCHARHINUS PLUMBEUS,1,48.0,E
40266032,GALEOCERDO CUVIERI,1,14.0,E
40266033,RHIZOPRIONODON TERRAENOVAE,2,4.8,
40266034,EPINEPHELUS MORIO,5,10.6,
40266034,RHIZOPRIONODON TERRAENOVAE,7,19.1,
40266035,CARCHARHINUS ACRONOTUS,1,5.2,
40266035,CARCHARHINUS ACRONOTUS,1,0.0,D
40266035,CARCHARHINUS LIMBATUS,2,48.7,E
40266035,GALEOCERDO CUVIERI,1,216.3,E
40266035,RHIZOPRIONODON TERRAENOVAE,11,22.6,
40266035,RHIZOPRIONODON TERRAENOVAE,1,0.0,D
40266036,CARCHARHINUS ACRONOTUS,2,10.5,
40266036,RHIZOPRIONODON TERRAENOVAE,2,4.5,
40266037,CARCHARHINUS ACRONOTUS,16,90.5,
40266037,CARCHARHINUS LIMBATUS,2,32.0,E
40266038,CARCHARHINUS ACRONOTUS,6,22.2,
40266038,CARCHARHINUS LIMBATUS,1,15.2,
40266038,RHIZOPRIONODON TERRAENOVAE,1,0.5,
40266038,SPHYRNA TIBURO,2,2.9,
40266039,CARCHARHINUS ACRONOTUS,2,5.3,
40266039,EPINEPHELUS MORIO,3,3.7,
40266039,GALEOCERDO CUVIERI,2,5.0,
40266039,RHIZOPRIONODON TERRAENOVAE,1,2.1,
40266040,EPINEPHELUS MORIO,7,6.9,
40266040,EPINEPHELUS MORIO,1,0.5,D
40266040,GINGLYMOSTOMA CIRRATUM,1,106.0,
40266040,NEGAPRION BREVIROSTRIS,1,80.0,
40266040,RHIZOPRIONODON TERRAENOVAE,7,10.9,
40266041,RHIZOPRIONODON TERRAENOVAE,8,15.9,
40266043,EPINEPHELUS MORIO,1,3.5,
40266043,MYCTEROPERCA PHENAX,1,1.8,
40266045,ECHENEIS NAUCRATES,1,2.0,E
40266045,SPHYRAENA BARRACUDA,1,4.3,
40266046,ECHENEIS NAUCRATES,1,1.6,
40266047,CARCHARHINUS PLUMBEUS,1,50.0,
40266047,CAULOLATILUS MICROPS,11,29.8,
40266047,EPINEPHELUS FLAVOLIMBATUS,1,3.9,
40266047,ETELIS OCULATUS,1,5.3,
40266048,EPINEPHELUS FLAVOLIMBATUS,1,2.5,
40266048,OPHICHTHUS PUNCTICEPS,2,0.5,
40266049,OPHICHTHUS PUNCTICEPS,1,0.3,
40266051,OPHICHTHUS PUNCTICEPS,1,0.3,
40266051,TRACHINOCEPHALUS MYOPS,1,0.2,
40266052,RHIZOPRIONODON TERRAENOVAE,1,3.0,
40266053,RHIZOPRIONODON TERRAENOVAE,1,3.8,
40266053,SPHYRAENA BARRACUDA,1,8.2,
40266054,EPINEPHELUS MORIO,3,6.0,
40266054,EPINEPHELUS MORIO,1,0.0,D
40266054,GINGLYMOSTOMA CIRRATUM,2,160.0,E
40266054,RHIZOPRIONODON TERRAENOVAE,18,59.0,
40266055,CARCHARHINUS BREVIPINNA,1,2.0,
40266055,EPINEPHELUS MORIO,1,2.2,
40266055,GALEOCERDO CUVIERI,1,17.0,E
40266055,SPHYRAENA BARRACUDA,2,9.2,
40266058,CARCHARHINUS ACRONOTUS,3,17.1,
40266059,CARCHARHINUS LIMBATUS,1,18.0,E
40266059,EPINEPHELUS MORIO,1,5.9,
40266059,GINGLYMOSTOMA CIRRATUM,1,83.0,
40266059,RHIZOPRIONODON TERRAENOVAE,1,3.6,
40266060,SPHYRAENA BARRACUDA,1,0.0,D
40266061,CAULOLATILUS MICROPS,3,6.6,
40266061,EPINEPHELUS FLAVOLIMBATUS,2,5.4,
40266062,CARCHARHINUS SIGNATUS,1,4.0,
40266062,HEXANCHUS VITULUS,1,2.3,
40266062,OPHICHTHUS PUNCTICEPS,2,0.5,
40266064,EPINEPHELUS MORIO,1,3.5,
40266064,MUSTELUS CANIS,1,3.0,
40266064,RHIZOPRIONODON TERRAENOVAE,2,5.7,
40266066,CARCHARHINUS ACRONOTUS,5,40.6,
40266068,EPINEPHELUS NIGRITUS,1,6.7,
40266069,OPHICHTHUS PUNCTICEPS,1,0.3,
40266070,MYCTEROPERCA PHENAX,1,1.1,
40266070,RHIZOPRIONODON TERRAENOVAE,3,8.0,
40266071,LUTJANUS CAMPECHANUS,2,8.2,
40266071,RHIZOPRIONODON TERRAENOVAE,4,8.3,
40266071,SPHYRAENA BARRACUDA,1,4.5,
40266072,RHIZOPRIONODON TERRAENOVAE,1,4.1,
40266074,EPINEPHELUS MORIO,4,9.6,
40266074,RHIZOPRIONODON TERRAENOVAE,8,31.9,
40266076,MYCTEROPERCA MICROLEPIS,1,1.0,
40266077,CARCHARHINUS ACRONOTUS,1,2.1,
40266079,CARCHARHINUS ACRONOTUS,1,9.0,
40266079,RHIZOPRIONODON TERRAENOVAE,1,1.6,
40266079,SYACIUM PAPILLOSUM,1,0.1,
40266080,BAGRE MARINUS,5,5.9,
40266080,BAGRE MARINUS,1,0.0,D
40266080,CARCHARHINUS LIMBATUS,2,21.0,
40266080,CARCHARHINUS LIMBATUS,1,27.8,E
40266080,SCIAENOPS OCELLATA,30,200.8,
40266080,SCIAENOPS OCELLATA,2,0.0,D
40266082,BAGRE MARINUS,1,0.3,
40266082,CARCHARHINUS LIMBATUS,1,20.8,E
40266082,RHIZOPRIONODON TERRAENOVAE,2,9.4,
40266084,CARCHARHINUS BREVIPINNA,1,50.7,E
40266084,RHIZOPRIONODON TERRAENOVAE,42,109.5,
40266084,RHIZOPRIONODON TERRAENOVAE,1,0.0,D
40266085,CARCHARHINUS SIGNATUS,1,2.5,
40266085,CENTROPHORUS GRANULOSUS,45,300.2,
40266085,MUSTELUS CANIS,1,3.1,
40266085,OPHICHTHUS REX,2,22.5,
40266085,OPHICHTHUS REX,3,40.5,E
40266085,SPHYRNA LEWINI,3,39.5,
40266087,CARCHARHINUS ACRONOTUS,1,5.4,
40266087,CARCHARHINUS LIMBATUS,2,33.1,
40266087,CARCHARHINUS LIMBATUS,1,13.4,E
40266087,DASYATIS AMERICANA,1,13.4,
40266087,RHIZOPRIONODON TERRAENOVAE,9,29.2,
40266087,RHIZOPRIONODON TERRAENOVAE,2,0.0,D
40266088,CARCHARHINUS ACRONOTUS,15,117.4,
40266088,CARCHARHINUS LIMBATUS,1,22.1,E
40266088,RHIZOPRIONODON TERRAENOVAE,1,4.2,
40266088,RHIZOPRIONODON TERRAENOVAE,2,0.0,D
40266088,SPHYRNA LEWINI,1,29.0,E
40266089,BAGRE MARINUS,1,0.4,
40266089,CARCHARHINIDAE,1,0.0,
40266089,CARCHARHINUS LIMBATUS,9,190.6,E
40266089,RHIZOPRIONODON TERRAENOVAE,2,5.8,
40266089,SCIAENOPS OCELLATA,5,32.4,
40266089,SPHYRNIDAE,1,40.6,E
40266091,BROTULA BARBATUM,1,2.6,
40266091,EPINEPHELUS FLAVOLIMBATUS,2,16.3,
40266091,MUSTELUS CANIS,4,23.3,
40266091,OPHICHTHUS REX,1,2.3,
40266091,UROPHYCIS FLORIDANUS,1,0.8,
40266095,CARCHARHINUS SIGNATUS,1,2.5,
40266095,HEXANCHUS VITULUS,1,3.5,
40266095,LOPHOLATILUS CHAMAELEONTICEPS,2,14.1,
40266095,MUSTELUS CANIS,2,4.8,
40266095,OPHICHTHUS REX,2,8.0,
40266095,OPHICHTHUS REX,2,9.0,E
40266096,CARCHARHINUS BREVIPINNA,1,14.3,E
40266096,LUTJANUS CAMPECHANUS,1,2.3,
40266096,RHIZOPRIONODON TERRAENOVAE,2,3.3,
40266096,SCIAENOPS OCELLATA,1,8.2,
40266097,CARCHARHINUS BREVIPINNA,1,21.8,E
40266097,GINGLYMOSTOMA CIRRATUM,1,40.4,E
40266097,RHIZOPRIONODON TERRAENOVAE,3,5.9,
40266097,SPHYRNA LEWINI,2,38.2,
40266098,GALEOCERDO CUVIERI,4,21.7,
40266098,GINGLYMOSTOMA CIRRATUM,1,40.4,E
40266099,CARCHARHINUS ACRONOTUS,1,3.5,
40266099,CARCHARHINUS LIMBATUS,1,13.0,
40266099,CARCHARHINUS PLUMBEUS,1,62.0,
40266099,GINGLYMOSTOMA CIRRATUM,1,95.0,
40266100,CARCHARHINUS PLUMBEUS,2,83.0,
40266100,SPHYRNA MOKARRAN,1,64.0,
40266101,CARCHARHINUS ACRONOTUS,1,9.6,
40266101,CARCHARHINUS LIMBATUS,1,26.3,E
40266102,CARCHARHINUS ACRONOTUS,12,120.8,
40266102,CARCHARHINUS ACRONOTUS,2,19.9,E
40266102,GINGLYMOSTOMA CIRRATUM,1,40.4,E
40266103,CARCHARHINUS PLUMBEUS,2,113.0,
40266103,EPINEPHELUS MORIO,1,1.4,
40266103,GINGLYMOSTOMA CIRRATUM,1,86.0,
40266103,RHIZOPRIONODON TERRAENOVAE,6,20.7,
40266105,EPINEPHELUS FLAVOLIMBATUS,1,3.2,
40266105,EPINEPHELUS NIGRITUS,1,8.5,
40266105,HILDEBRANDIA FLAVA,1,13.0,
40266105,MUSTELUS NORRISI,1,7.0,
40266105,UROPHYCIS,1,3.0,E
40266106,EPINEPHELUS FLAVOLIMBATUS,2,7.1,
40266106,LOPHOLATILUS CHAMAELEONTICEPS,2,4.5,
40266107,LOPHOLATILUS CHAMAELEONTICEPS,4,13.5,
40266107,SQUALUS CUBENSIS,1,1.3,
40266107,UROPHYCIS CIRRATUS,1,0.8,
40266108,LOPHOLATILUS CHAMAELEONTICEPS,6,13.0,
40266108,UROPHYCIS CIRRATUS,2,7.0,
40266111,EPINEPHELUS FLAVOLIMBATUS,1,5.9,
40266111,GYMNOTHORAX KOLPOS,1,2.5,
40266111,LOPHOLATILUS CHAMAELEONTICEPS,1,0.8,
40266111,SQUALUS CUBENSIS,1,0.4,
40266111,UROPHYCIS FLORIDANUS,1,0.5,
40266112,EPINEPHELUS FLAVOLIMBATUS,2,12.5,
40266112,GYMNOTHORAX KOLPOS,1,2.1,
40266112,LOPHOLATILUS CHAMAELEONTICEPS,3,8.5,
40266113,CARCHARHINUS FALCIFORMIS,1,44.0,
40266113,MUSTELUS CANIS,1,8.7,E
40266116,LOPHOLATILUS CHAMAELEONTICEPS,4,17.8,
40266118,EPINEPHELUS NIGRITUS,2,27.2,
40266122,ARIUS FELIS,2,0.9,
40266122,CARCHARHINUS ACRONOTUS,1,5.6,
40266122,CARCHARHINUS LIMBATUS,1,24.0,
40266122,CARCHARHINUS LIMBATUS,1,31.0,E
40266122,CARCHARHINUS PLUMBEUS,2,102.0,
40266122,CARCHARHINUS PLUMBEUS,1,51.1,E
40266122,RHIZOPRIONODON TERRAENOVAE,4,17.5,
40266122,RHIZOPRIONODON TERRAENOVAE,1,0.0,D
40266124,CARCHARHINUS ACRONOTUS,14,81.1,
40266124,CARCHARHINUS ACRONOTUS,1,0.0,D
40266124,CARCHARHINUS LIMBATUS,1,11.0,
40266124,RHIZOPRIONODON TERRAENOVAE,4,21.5,
40266125,CARCHARHINUS ACRONOTUS,2,22.0,
40266125,CARCHARHINUS LIMBATUS,1,18.3,E
40266126,CARCHARHINUS PLUMBEUS,1,34.0,
40266126,EPINEPHELUS MORIO,3,3.7,
40266126,RHIZOPRIONODON TERRAENOVAE,1,4.6,
40266126,RHIZOPRIONODON TERRAENOVAE,2,0.0,D
40266127,CARCHARHINUS ACRONOTUS,1,7.2,
40266127,CARCHARHINUS BREVIPINNA,1,31.1,E
40266127,MUSTELUS CANIS,1,7.4,
40266127,RHIZOPRIONODON TERRAENOVAE,45,148.2,
40266127,RHIZOPRIONODON TERRAENOVAE,1,0.0,D
40266127,SPHYRNA LEWINI,2,28.7,
40266127,SPHYRNA LEWINI,1,18.0,E
40266128,CARCHARHINUS ACRONOTUS,2,17.4,
40266128,CARCHARHINUS PLUMBEUS,2,81.0,
40266129,CARCHARHINUS ACRONOTUS,4,26.0,
40266129,GINGLYMOSTOMA CIRRATUM,1,82.0,
40266129,RHIZOPRIONODON TERRAENOVAE,2,10.3,
40266130,CARCHARHINUS ACRONOTUS,1,9.7,
40266130,CARCHARHINUS ACRONOTUS,1,8.8,E
40266130,CARCHARHINUS LIMBATUS,1,13.0,E
40266130,CARCHARHINUS PLUMBEUS,1,22.6,E
40266130,GINGLYMOSTOMA CIRRATUM,1,40.4,E
40266130,RHIZOPRIONODON TERRAENOVAE,1,3.8,
40267092,CARCHARHINUS ACRONOTUS,3,16.3,
40267092,CARCHARHINUS LIMBATUS,8,74.3,
40267092,CARCHARHINUS LIMBATUS,1,16.8,E
40267092,DASYATIS AMERICANA,1,11.0,E
40267092,RHIZOPRIONODON TERRAENOVAE,8,36.3,
40267093,DASYATIS AMERICANA,1,13.0,
40267093,RHIZOPRIONODON TERRAENOVAE,60,263.7,
40267093,RHIZOPRIONODON TERRAENOVAE,1,4.0,E
40272059,CORYPHAENA HIPPURUS,1,8.2,
40272059,EPINEPHELUS MORIO,1,1.0,
40272059,SPHYRAENA BARRACUDA,1,6.0,
40272060,CARCHARHINUS ACRONOTUS,3,15.3,
40272060,GALEOCERDO CUVIERI,1,2.2,
40272060,RHIZOPRIONODON TERRAENOVAE,20,37.9,
40272061,CARCHARHINUS LIMBATUS,1,22.5,E
40272061,EPINEPHELUS MORIO,2,2.6,
40272061,GINGLYMOSTOMA CIRRATUM,2,176.0,E
40272061,RHIZOPRIONODON TERRAENOVAE,4,8.0,
40272061,RHIZOPRIONODON TERRAENOVAE,1,1.3,D
40272062,CARCHARHINUS ACRONOTUS,1,6.0,
40272062,CARCHARHINUS BREVIPINNA,1,3.5,D
40272062,EPINEPHELUS MORIO,1,0.8,
40272062,GINGLYMOSTOMA CIRRATUM,1,64.3,
40272062,GINGLYMOSTOMA CIRRATUM,1,69.5,E
40272062,RHIZOPRIONODON TERRAENOVAE,3,4.7,
40272062,RHIZOPRIONODON TERRAENOVAE,1,1.4,D
40272063,CARCHARHINUS ACRONOTUS,5,17.8,
40272063,CARCHARHINUS LIMBATUS,1,18.4,
40272063,CARCHARHINUS LIMBATUS,1,15.0,E
40272063,GINGLYMOSTOMA CIRRATUM,3,262.0,
40272063,GINGLYMOSTOMA CIRRATUM,4,330.0,E
40272064,CARETTA CARETTA,1,60.0,
40272064,GINGLYMOSTOMA CIRRATUM,2,136.0,
40272064,GINGLYMOSTOMA CIRRATUM,1,58.0,E
40272065,CARCHARHINUS ACRONOTUS,4,22.7,
40272065,CARCHARHINUS LIMBATUS,1,11.5,
40272066,CARCHARHINUS ACRONOTUS,10,50.1,
40272066,CARCHARHINUS LIMBATUS,2,25.2,
40272066,RHIZOPRIONODON TERRAENOVAE,1,0.8,
40272066,SPHYRNA TIBURO,1,1.3,
40272067,CARCHARHINUS,1,7.0,E
40272067,CARCHARHINUS ACRONOTUS,6,33.1,
40272067,CARCHARHINUS ACRONOTUS,2,7.2,D
40272067,CARCHARHINUS LIMBATUS,1,10.0,
40272067,CARCHARHINUS LIMBATUS,1,22.0,E
40272067,GINGLYMOSTOMA CIRRATUM,1,82.0,
40272067,GINGLYMOSTOMA CIRRATUM,1,80.0,E
40272067,RHIZOPRIONODON TERRAENOVAE,9,25.9,
40272067,RHIZOPRIONODON TERRAENOVAE,4,0.0,D
40272067,SPHYRNA TIBURO,1,2.0,
40272068,CARCHARHINUS ACRONOTUS,4,20.9,
40272068,GINGLYMOSTOMA CIRRATUM,1,54.0,
40272068,GINGLYMOSTOMA CIRRATUM,1,17.0,E
40272069,CARCHARHINUS FALCIFORMIS,1,3.5,
40272069,GINGLYMOSTOMA CIRRATUM,1,85.0,
40272069,GINGLYMOSTOMA CIRRATUM,2,104.7,E
40272070,RHIZOPRIONODON TERRAENOVAE,2,4.2,
40272071,EPINEPHELUS ITAJARA,1,70.0,
40272071,EPINEPHELUS MORIO,6,15.3,
40272071,GINGLYMOSTOMA CIRRATUM,1,80.0,E
40272071,RHIZOPRIONODON TERRAENOVAE,5,7.5,
40272071,RHIZOPRIONODON TERRAENOVAE,1,2.0,D
40272072,RHIZOPRIONODON TERRAENOVAE,1,2.5,
40272073,EPINEPHELUS MORIO,1,0.8,
40272076,EPINEPHELUS NIVEATUS,1,8.8,
40272077,EPINEPHELUS NIVEATUS,1,1.7,
40272077,MURAENA RETIFERA,1,0.8,
40272077,SPHYRNA LEWINI,1,77.0,E
40272078,EPINEPHELUS NIVEATUS,4,9.3,
40272078,LUTJANUS CAMPECHANUS,1,7.0,
40272079,EPINEPHELUS FLAVOLIMBATUS,1,15.5,
40272080,EPINEPHELUS FLAVOLIMBATUS,4,12.0,
40272080,GYMNOTHORAX KOLPOS,1,1.2,
